ID,Prediction
1,0.1276065175072182
2,-0.02979257379963074
3,-0.017315372642034588
4,0.2554721170413532
5,0.16113949473299322
6,0.08744434213847463
7,0.02600586140421879
8,0.43179379580430943
9,-0.04601815925291958
10,0.437359468318641
11,0.04052281832431309
12,-0.1692084430095655
13,0.7570051504768044
14,0.6564434104349536
15,-0.3132361350604056
16,0.2154215497432051
17,-0.0009203868299182405
18,1.0987055481968895
19,1.0162656860087047
20,0.21756665650217338
21,-0.4190058242483383
22,0.38572650834277544
23,0.8753995617482699
24,0.5384016561206928
25,0.09689815593716694
26,0.3639124296560262
27,-0.17830089984132746
28,-0.0070516961143370915
29,0.08546981342698784
30,0.47558136712862864
31,-0.06701921826635115
32,-0.34106555189348775
33,0.04439505487897777
34,0.08167670327534265
35,0.5830926898188968
36,0.2760323782477766
37,0.00986661710214648
38,0.330379100159526
39,0.30332054870293346
40,0.8488635300919556
41,0.9866045942872097
42,-0.05954150120232843
43,1.271393101055605
44,0.5930087458337433
45,-0.26694545249800083
46,0.02458923358672166
47,-0.3434001865001296
48,0.44185815221620905
49,0.2189290582106454
50,0.21501408886974155
51,0.12667808903660627
52,0.11140907180750365
53,0.3354703714089371
54,0.34436381252613524
55,0.6960711183005396
56,0.49869975934422917
57,0.09443274371504784
58,0.2521689813960838
59,0.7586710070532572
60,0.533387914405298
61,-0.06786646299927945
62,0.8785246256997625
63,0.09873080708372683
64,0.09482765716761138
65,0.08372160151282443
66,0.026871582281243256
67,0.5741516367393936
68,0.2701734504705956
69,-0.05093987743306699
70,-0.04111001766233441
71,0.0237270737671047
72,0.7542690146123656
73,-0.05426723921199883
74,-0.0816479897078638
75,0.9861969951688985
76,-0.11695670291002114
77,-0.4803393844745033
78,0.3624088403975939
79,0.6130629917835244
80,-0.03164969854818489
81,-0.16522225966211468
82,0.2847003407625671
83,-0.2327692344852358
84,-0.11708275899372422
85,-0.09557949889486661
86,1.0859372334168649
87,0.09509733557458017
88,-0.03492670878915605
89,0.06365488662616092
90,0.5192206328693099
91,0.552562612747838
92,0.46575279176049267
93,0.13828855292217396
94,1.0249372227884317
95,0.2551784609907505
96,1.2376219762949385
97,-0.16011581914670914
98,0.09062769336431309
99,-0.5423679868178757
100,0.3954412561961259
101,0.6436389988319579
102,0.4672946710658106
103,0.019953068071790647
104,0.4635607583017493
105,0.7461790718302781
106,0.009337775735836829
107,-0.3716129671141688
108,0.04645780836231567
109,0.40148475359289304
110,-0.3379642350248121
111,0.113807138216036
112,0.057879101358435714
113,-0.05161733392854545
114,0.0561925681218981
115,0.08773386998704025
116,0.26820436941043474
117,-0.055832643077323496
118,0.005241392566852077
119,0.0319964381650551
120,0.01567756184671576
121,0.6470863651551744
122,0.14727577787883978
123,0.49398770161482214
124,0.16331939489183483
125,1.5607755701494934
126,-0.007038995755685673
127,0.36470516741626535
128,0.3695511150599482
129,0.286562950838618
130,0.25505605069598797
131,0.7353505594180124
132,0.22847474041923882
133,0.5444742407892187
134,0.5153436453044711
135,0.2275392845722033
136,0.18951830851610013
137,-0.30187026620350343
138,-0.5050863698017312
139,-0.21033484437109962
140,-0.3702539673333265
141,0.4358155858044567
142,0.1417004951452165
143,-0.04645309277081694
144,0.545727267795321
145,0.33322101930761516
146,-0.09681831532204555
147,0.07991441334540117
148,0.21757353673979074
149,0.05582434120868812
150,-0.03756573450271139
151,0.4038044518576911
152,0.37357785571980423
153,0.05024002338515182
154,0.1312762803256482
155,0.46157211572223994
156,0.27608293324183136
157,0.3043816498576539
158,-0.04664795520004311
159,0.04891728806198542
160,0.7509115914653397
161,0.957014039067247
162,0.37588066947897414
163,-0.026918056492905462
164,-0.10957129692045575
165,0.0528566106880064
166,0.21726124761764426
167,0.4892276630043982
168,0.2557212964554291
169,-0.3026773637108826
170,0.10894756903747599
171,1.3071169624656158
172,-0.02060541927626469
173,-0.22731236817573408
174,-0.10361023077424991
175,0.1470775136856377
176,0.5626699331857035
177,0.14509083761382885
178,0.3537364035416698
179,0.010787170050299943
180,-0.04813966497415678
181,0.49502041578190914
182,0.5145621541620183
183,0.14703532623668253
184,-0.00725768431916457
185,0.23704056447197497
186,0.3847841486696028
187,0.24746392835754866
188,0.08404435183126002
189,0.05504153186392713
190,-0.30053150710329946
191,0.18474593518336396
192,0.3658092821198413
193,0.25165122413248153
194,0.7286035111617173
195,0.2992629964518
196,-0.07980697645562507
197,0.12155473029679154
198,0.06517485777160476
199,0.2406330055442315
200,0.3398125524723673
201,-0.054174008883419056
202,0.09750817088081182
203,-0.14659260399339558
204,0.06191194399716049
205,0.006980177900813789
206,1.0572561207414366
207,-0.3346025426320748
208,-0.10864439972136597
209,0.6311345715166286
210,-0.13765425839682177
211,0.12292506139855564
212,0.431567566781849
213,0.0654848910570981
214,0.11783435305584139
215,-0.04303657929121013
216,0.5687533553209942
217,-0.045566342308359986
218,0.20797920682308174
219,-0.23911584716007805
220,1.0570793943124022
221,0.35666961388570106
222,-0.004710877833626503
223,0.078554004707376
224,1.5138132748302036
225,0.38809672800080874
226,0.07731216102198829
227,-0.05821450286519325
228,0.14795827468225564
229,-0.09092694031647064
230,0.5120614006841366
231,0.45206326197668323
232,-0.02282414258880311
233,0.2625036153216165
234,0.1194988172224627
235,0.9785969525625694
236,0.1606682345438028
237,-0.007634529916666355
238,-0.08117125916756773
239,0.45923127892953935
240,0.2107715194012763
241,0.5210778057171149
242,-0.10789630759274277
243,0.15075082317856686
244,0.18774256755973573
245,0.08461954129897242
246,0.539930215569081
247,-0.10095836058316587
248,0.7142041551415304
249,0.4455699137897061
250,0.9883388071160123
251,0.11880194862439275
252,-0.1793696922315775
253,-0.004167637315760364
254,0.10949523271645667
255,0.3612818334963527
256,0.09406718109893486
257,0.29485500834538597
258,0.7635312577068243
259,0.4818503597086008
260,0.08749504678342307
261,-0.003568402001658477
262,0.6501615851215208
263,-0.09913066665907638
264,-0.2545978779018203
265,0.20570900179571222
266,0.03548370092639164
267,-0.08884010958058464
268,0.7007312199333322
269,-0.4899993957482266
270,-0.13098918170108775
271,0.2677404066861883
272,0.3787193373755793
273,0.06104074147710814
274,0.19697919239406791
275,0.11091370545310691
276,0.03988397561527396
277,0.033040183039490134
278,0.45166643246419974
279,-0.03802520102094775
280,0.27625028142539304
281,0.7294399800621028
282,-0.12686073813356735
283,0.5472976286786864
284,-0.02873055985012929
285,-0.08539730844182175
286,0.7304643560267168
287,0.4335961463127863
288,-0.13344667479895078
289,0.21240447581725191
290,0.42414684035183997
291,0.41165078378549314
292,1.0254818631305276
293,0.017854648196918788
294,0.3295128467744993
295,0.016585944006437314
296,0.3329257410567634
297,0.9400060271170996
298,0.4064383577677628
299,0.19475553454852032
300,0.17222908525352515
301,0.5192387403708749
302,-0.02547465965363893
303,0.8171497591300176
304,0.3383722536732748
305,0.22538008201856913
306,1.190393161931759
307,-0.20794782813822044
308,0.20258169926516206
309,0.055838968877640005
310,0.4687595891271225
311,-0.08279041446869911
312,0.07520049220318215
313,0.08011500506437913
314,0.7128161371266735
315,0.11207580922325716
316,0.2702391977886111
317,1.2474781007847557
318,0.3105578404486877
319,0.33185357739805205
320,0.06978757701538868
321,0.17239565734157486
322,0.30669074518457395
323,0.2590453963666851
324,-0.8833782557144434
325,0.31137192910411976
326,0.11360201792202274
327,-0.0266531100151588
328,-0.06693218221534897
329,0.09578667832461318
330,0.11125711094005925
331,0.4550386975303604
332,0.25501762962754293
333,0.3551951183424925
334,-0.053809488559986685
335,0.02252294534534266
336,0.09712869192263396
337,0.19450403706799824
338,0.05288835769942468
339,0.3011370323191634
340,0.634547830210707
341,0.21361799512981283
342,1.3183468671059693
343,0.14459172212795135
344,-0.14712104825054062
345,0.30062284446851495
346,0.3071411109691845
347,0.09101542217608927
348,0.8804282139620561
349,1.0077603868400127
350,0.2719540059452314
351,-0.11434565565507415
352,0.3270831270272937
353,0.6449307827994147
354,0.9936490933663947
355,0.5261047512690202
356,0.8741226053802866
357,-0.26588620243819927
358,0.3125121690472344
359,0.47103157360271375
360,0.4104477192186751
361,0.6655597496594755
362,0.27092511837793287
363,0.5568138636221209
364,0.33338614539431766
365,-0.06761693747763509
366,0.16693202385675715
367,0.073449934125843
368,0.4684460563950014
369,-0.5173830368416928
370,1.022956675403392
371,0.2970617928212716
372,0.3537681842428222
373,-0.15234383846505795
374,-0.1577872316759925
375,-0.0019293353052317053
376,0.2378563639666863
377,0.43066181323995056
378,-0.21813705131206884
379,0.27704154825654137
380,-0.11050211809642763
381,0.045561799518597346
382,0.020589734303909257
383,-0.11647241539128117
384,0.1094442790129932
385,-0.10153743762126033
386,0.0891700432383501
387,1.0660652803136654
388,0.11377218738766076
389,0.04226264045765149
390,1.0455160602774205
391,0.4214025654484165
392,0.5447621808531848
393,0.32520863641536146
394,0.12171261953822471
395,0.5173658001658799
396,0.9257729352934244
397,0.42248733883006107
398,0.9515505433672671
399,0.9685137195012179
400,0.4544430081968937
401,0.14582725540495733
402,0.021520612803797967
403,0.2624738843218576
404,0.10276704029844336
405,0.41778620745204115
406,0.2652597115996695
407,-0.023538910564482374
408,0.42224185428369404
409,0.5313743693774632
410,0.4025444732834264
411,0.5583730781338591
412,0.2918307487815323
413,0.05550263427130059
414,1.0913876669767943
415,0.015050486401871399
416,0.37020582825095294
417,0.638722376297637
418,0.1227811455799086
419,-0.07238094849077065
420,-0.14722618737507465
421,0.01926934874789732
422,-0.05607679344645272
423,-0.07706683060170116
424,0.22888660258968957
425,0.1483829222733481
426,0.3539675457012499
427,0.34548378210131103
428,-0.16259783201901112
429,-0.16736164681620613
430,0.3125418919206202
431,0.8521876752596922
432,0.2267060738750954
433,-0.008375670583115669
434,0.378007102256767
435,0.9497330568420749
436,0.11133517369190904
437,0.46892196362778954
438,0.0425331325259799
439,-0.1098007549203136
440,-0.4769287191089081
441,0.5176702800641394
442,1.2167657366966442
443,-0.043344290495345716
444,-0.0008547675138714794
445,0.33065623389866816
446,0.1042356993295872
447,0.04838933939160589
448,-0.15406251796887593
449,0.44217470771023165
450,0.6535386690918259
451,0.9633638103313932
452,-0.42422028344545726
453,0.010197919430447122
454,0.8216328876099489
455,0.0017949548351430256
456,0.031355804892114925
457,-0.1079508197594704
458,0.3341137559321071
459,-0.008414577199018003
460,0.10711219707709213
461,0.145011958925311
462,0.44418066882101176
463,0.2757900330112183
464,-0.08308526708196651
465,0.06892607161021735
466,-0.031197046964757946
467,0.09551900519320328
468,0.06631103190762644
469,-0.12953090831836256
470,0.3633762232450731
471,0.5001601597806409
472,0.2053194118649444
473,0.08380270195807527
474,0.07987207914318889
475,0.6860419945645394
476,-0.09032419669784497
477,0.15442880102453582
478,0.27999799124117053
479,1.2878352867286955
480,0.17145002930483322
481,0.6078974301908728
482,0.005857120503323654
483,0.20532986684018373
484,0.49862287693776375
485,0.055793182589196855
486,0.0368316993137604
487,0.6730153217979292
488,0.1070332351876856
489,0.40069216599502094
490,0.13219421075439441
491,0.09298875576974763
492,-0.07273521539729982
493,-0.008670071668027579
494,0.04000118405731995
495,0.3019427334824429
496,0.2021140837024159
497,0.034903071971669086
498,0.26299088000246756
499,0.31390651669469016
500,0.2614479132478015
501,1.4017714322807104
502,0.4112710545955544
503,1.7369109975708057
504,0.1536101897531712
505,-0.1307999511933915
506,1.1319284455743843
507,0.00028495983829118776
508,0.2930711154800695
509,-0.050884162717730996
510,0.31399124859401506
511,0.030342103634283968
512,0.3985991564928532
513,0.5217328304462197
514,0.24164865799299734
515,0.08596941090106647
516,0.8560141320703943
517,0.15940236158699703
518,0.28203706448929694
519,0.3338628145087041
520,0.42953022231378124
521,0.06493728548311317
522,0.231267829829786
523,-0.055464882112091385
524,-0.07889679381331727
525,0.26989979052179974
526,1.017531060821518
527,-0.20962974941489876
528,0.4100542441362213
529,0.2051231979323525
530,1.0330988191595794
531,0.05906261314295391
532,0.06473341697788593
533,-0.10197640020619225
534,0.11479884239193933
535,1.0594151572753225
536,0.07848043931802484
537,0.32718751762735643
538,0.2764736987979177
539,-0.01676895070847423
540,1.023426203910494
541,-0.4165467019722513
542,0.5528848793143384
543,0.5401938711863212
544,0.00636149421116744
545,0.3012727945833212
546,0.426820518657066
547,0.8980210823791323
548,0.4646451641562191
549,0.029072988910235964
550,0.23699921799485008
551,1.1316920704084268
552,0.5520261667178084
553,-0.17655130545597908
554,0.7251601546327662
555,0.4042950628601958
556,0.12754317886143895
557,0.06931764445094729
558,0.46663171510516066
559,0.3076692287674274
560,0.7146433776492682
561,0.3268326902166649
562,0.687156733798346
563,0.1269785355415881
564,-0.10959153857625048
565,0.7814321639250392
566,-0.008685696820638411
567,0.5875102220725731
568,1.642357206708952
569,0.2833239183510055
570,-0.022188182784429078
571,-0.06680758309022539
572,0.6545146851819563
573,0.11702257477491063
574,0.5615532089076251
575,-0.3589686472002164
576,0.45461550550197394
577,0.024226351256032952
578,0.07628231023832183
579,0.30703376399553917
580,0.6008157062217713
581,0.014859722123347407
582,0.16136464696872838
583,0.2535216804866296
584,0.322704838526186
585,0.631463494545323
586,0.2998725011365415
587,0.4976394644195883
588,1.0292082997616174
589,0.08609371090685619
590,-0.00706027863345271
591,0.4297604975822852
592,-0.025840838987266412
593,-0.019797150595077695
594,-0.0066178597438630304
595,1.165509066075321
596,-0.0680266467828824
597,0.45336813144292654
598,0.3170765030072117
599,-0.03271960293467924
600,-0.021627360860522027
601,0.45115763285606564
602,0.03162309983901079
603,0.18137385182216959
604,0.6523706416203159
605,-0.06943720757506594
606,0.14881719610979788
607,0.5091115297964943
608,-0.03761621656719599
609,-0.27013253774406554
610,0.19810420437589132
611,0.8182318879186667
612,0.018774922162750007
613,-0.021120007052615353
614,0.2606476008490548
615,0.8583797879542829
616,0.12211558611569212
617,0.25245312590667823
618,0.12231740499281396
619,0.32852350147249754
620,0.0689574017400893
621,0.5005201763507204
622,0.41595165438220755
623,0.2984039690782296
624,0.550670083518831
625,0.0350058393744509
626,-0.09125756209557856
627,0.07359511873245173
628,0.9208521147969847
629,-0.04704024780315763
630,0.034584896701340795
631,0.06195148341297285
632,1.2755757724056287
633,-0.028665775973866547
634,-0.10756514016097829
635,-0.07192679468006491
636,0.7232073095062779
637,0.127525976075195
638,-0.03623691055528522
639,0.22838765130465388
640,0.649154226781792
641,0.5069474653054326
642,-0.021120007052615353
643,0.003996715480134361
644,0.02787467547269734
645,1.354898075069387
646,0.02004496807819428
647,0.795090186441145
648,0.1237488813759744
649,0.7235399406419005
650,0.050542514508456315
651,0.1680391119935753
652,0.7068711582348017
653,0.3963140530725812
654,0.7491474982304909
655,-0.023258018064482466
656,0.4450788184661469
657,1.1903946479292342
658,0.11979700662451664
659,0.4456511731089042
660,0.2533880057551413
661,0.11741951811603263
662,0.03942912777148855
663,0.47828656865234825
664,0.9015171710831017
665,0.7423159104702
666,-0.20084295171512823
667,-0.11735176087949473
668,-0.1649153497552618
669,-0.06409257913829286
670,0.08926489172220914
671,0.30222572569953676
672,-0.15698021354968006
673,-0.021778096037582018
674,0.3582876078348869
